17	8	597
861	8	365
605	6	53
309	7	846
981	8	359
977	6	110
217	8	125
781	9	548
21	7	688
321	5	932
577	12	12
721	9	87
77	5	295
509	9	119
533	6	870
429	9	376
697	11	727
681	10	108
801	8	966
945	9	715
985	10	719
637	8	352
677	10	503
293	7	770
93	5	607
489	6	59
621	9	119
113	9	903
565	5	85
453	6	93
897	7	829
165	5	660
809	8	170
525	5	32
841	5	236
701	10	404
929	3	7
381	6	630
661	6	667
137	5	932
81	4	276
413	8	843
645	8	569
229	9	771
953	8	115
345	6	378
649	8	196
29	9	626
885	9	649
633	10	931
793	9	675
161	8	506
761	9	289
541	7	688
57	7	357
149	6	565
741	8	919
505	8	919
581	8	515
313	5	580
997	8	117
9	8	786
49	8	943
693	7	1
109	7	586
849	5	950
553	7	44
337	6	960
397	10	619
441	6	768
717	7	589
401	7	44
329	6	110
585	8	868
589	6	152
73	7	192
469	9	417
665	8	141
501	8	115
181	9	406
889	8	515
869	7	199
237	8	267
317	10	363
813	9	779
141	7	688
221	9	753
961	8	394
389	10	894
461	8	191
745	7	178
805	9	892
457	6	79
917	8	322
669	8	541
817	9	567
101	7	873
593	8	91
153	7	441
193	5	722
417	8	739
513	9	504
289	8	751
265	8	167
937	9	953
437	8	778
353	10	568
105	11	857
125	7	831
65	7	200
157	8	174
865	4	556
913	9	348
625	7	760
685	1	5
497	8	112
449	10	270
941	6	525
89	9	498
341	8	692
241	8	393
597	7	169
969	8	41
725	6	667
481	6	456
773	9	387
269	6	152
145	7	246
657	7	490
713	7	559
41	7	78
409	6	768
673	6	525
253	4	390
277	8	218
905	9	464
837	5	932
709	8	286
261	9	959
53	5	686
737	12	863
169	6	827
25	8	717
333	10	678
545	8	528
613	7	951
617	7	526
845	8	405
213	10	521
601	8	11
393	7	984
33	6	978
833	7	483
561	3	698
877	8	916
825	6	193
705	10	522
797	8	145
69	9	755
425	10	179
405	7	551
993	8	460
789	4	13
85	4	918
785	7	661
197	9	755
5	0	-1
225	8	212
177	8	373
13	3	75
189	11	232
325	7	441
465	8	635
757	6	165
477	8	644
557	8	746
121	8	699
349	10	367
653	6	542
925	11	924
765	3	7
549	10	303
973	4	556
901	8	109
133	7	994
205	7	500
445	8	214
285	10	772
949	10	988
305	7	972
45	9	339
385	8	758
421	9	574
569	7	867
873	6	578
273	8	325
173	6	313
821	7	634
629	6	630
689	8	706
853	4	810
61	6	351
301	8	205
857	10	962
485	7	589
989	10	19
921	5	182
97	6	351
281	10	885
753	8	952
965	10	290
117	7	605
829	6	606
521	9	915
233	6	902
245	10	107
537	9	895
777	8	141
249	10	436
257	9	545
361	7	594
377	7	162
493	10	469
749	5	236
357	6	578
573	7	66
733	8	739
209	8	882
517	6	479
433	7	61
365	7	661
881	7	483
454	7	610
574	8	310
386	10	750
762	9	563
930	9	567
130	8	127
582	7	453
66	6	304
586	6	525
906	8	532
986	5	660
138	10	146
170	7	652
346	9	844
14	9	80
466	8	431
518	8	897
530	7	859
990	9	888
302	8	662
146	9	9
926	1	5
514	6	849
390	3	848
226	9	783
934	10	735
318	8	597
38	9	774
810	3	710
94	7	624
450	8	433
330	8	538
482	8	485
954	7	605
366	7	867
22	10	408
742	8	632
974	5	659
850	6	870
350	8	170
646	7	939
194	8	73
886	9	194
758	7	951
842	10	595
126	7	829
118	6	321
626	8	410
186	9	864
558	10	111
846	6	891
858	7	500
434	7	673
590	11	281
198	9	51
658	9	560
58	9	755
738	9	879
878	9	647
722	4	556
898	7	329
630	5	940
698	2	604
338	9	203
254	7	867
962	9	241
918	3	710
82	11	704
822	7	702
950	4	929
766	11	285
98	9	180
866	6	79
958	4	2
894	9	748
30	10	719
814	8	552
354	7	31
754	8	362
246	6	565
266	6	110
110	5	911
834	9	399
222	8	99
214	7	726
654	8	326
106	8	452
322	7	35
414	9	154
546	7	880
78	6	630
218	7	972
942	5	865
274	5	911
178	6	288
506	7	859
854	10	132
122	4	929
494	7	118
782	9	703
470	6	578
326	7	624
566	8	494
182	4	142
310	7	760
430	8	625
774	8	898
902	5	253
394	7	149
794	8	158
882	7	594
206	8	692
382	8	218
438	8	882
174	7	770
806	3	7
618	9	50
734	8	910
670	9	306
786	7	118
602	8	898
34	10	146
526	6	53
150	9	26
502	4	765
970	8	431
134	6	335
474	7	375
622	9	899
650	8	410
838	8	39
458	8	370
510	5	789
682	9	430
910	7	220
798	10	71
270	9	627
202	10	98
998	10	905
278	7	859
74	7	770
418	6	891
90	8	365
402	7	586
238	5	32
730	9	588
18	7	420
406	8	373
342	9	106
874	6	987
462	7	31
718	8	530
334	7	31
162	6	796
726	6	902
614	6	749
666	9	447
994	6	510
890	6	392
370	7	169
166	9	177
46	8	95
578	5	875
142	3	698
606	5	612
538	7	874
62	8	897
790	8	821
678	9	637
250	9	227
594	6	79
442	6	510
190	7	345
710	2	685
6	9	903
690	6	933
674	9	263
378	5	85
498	8	982
662	7	68
86	10	795
114	8	153
306	8	362
914	9	839
830	9	638
982	7	589
282	8	415
26	8	515
706	7	134
398	7	967
570	8	322
2	3	710
554	8	109
230	8	613
298	9	225
802	10	603
158	7	435
946	7	175
750	9	283
638	8	42
54	8	208
286	7	702
702	6	827
610	6	749
50	8	552
262	8	467
686	4	929
426	7	163
770	6	243
294	8	462
358	9	130
154	8	746
746	7	880
862	9	185
978	5	686
242	10	609
938	5	958
634	6	542
290	9	771
70	9	445
362	7	407
422	8	980
10	6	510
714	7	594
818	6	987
870	5	853
562	10	820
966	7	859
694	8	528
486	7	890
410	7	160
922	8	322
374	10	687
490	6	159
446	9	889
42	7	266
102	8	440
210	6	456
258	6	219
314	9	87
642	8	506
542	5	853
598	9	877
478	10	908
826	8	423
550	8	707
534	9	437
234	7	967
522	9	302
778	7	3
451	8	928
19	9	689
39	7	31
147	9	318
71	9	543
723	9	611
635	7	683
795	9	100
307	6	542
667	5	607
171	9	733
311	9	689
11	7	514
235	9	264
399	8	713
303	9	779
215	8	651
679	9	260
703	8	20
195	8	174
291	9	505
543	8	158
931	9	422
443	9	255
535	9	836
659	4	740
63	10	179
755	8	325
247	12	82
623	7	526
203	8	190
447	8	423
211	10	380
859	6	891
299	9	80
539	9	824
967	6	479
139	8	133
331	10	287
715	8	912
367	9	655
403	8	635
719	9	195
355	7	35
775	6	606
283	8	190
131	9	560
59	5	383
347	9	732
799	7	407
255	8	843
815	8	101
411	9	638
851	8	833
515	7	483
731	8	713
787	9	955
599	7	409
547	9	87
31	6	542
855	8	88
363	9	838
783	8	167
387	8	402
419	10	146
231	9	611
711	7	307
647	8	42
375	6	93
79	5	36
263	8	359
551	6	137
603	9	350
127	7	770
191	7	866
591	9	430
427	11	389
835	9	639
275	9	647
655	8	488
963	8	145
463	10	312
827	5	940
83	6	837
771	8	359
919	7	210
251	7	791
651	7	266
975	7	610
435	6	378
735	9	790
423	7	850
167	7	994
915	8	410
467	7	163
519	9	654
115	7	594
187	9	963
15	10	107
699	7	850
631	10	468
831	6	510
243	5	932
95	7	770
847	8	109
779	8	65
351	5	950
379	7	31
863	11	333
371	7	770
823	10	226
903	8	881
507	7	757
891	5	502
571	9	437
227	8	127
987	5	958
479	5	932
259	8	541
759	8	699
959	8	662
143	7	33
595	9	399
579	10	197
7	2	604
223	8	305
879	8	635
675	8	546
819	10	411
575	8	919
499	8	18
695	9	901
615	9	574
439	7	435
955	8	366
151	9	895
267	7	0
491	9	851
907	6	378
327	9	302
807	6	59
767	8	434
319	7	866
707	7	808
359	7	907
639	8	398
35	6	921
383	4	2
111	9	80
611	8	946
175	6	891
415	7	866
459	5	932
743	9	203
527	7	725
791	6	987
279	12	697
495	8	897
683	6	243
887	8	74
339	8	462
103	8	141
199	6	933
483	6	578
99	7	184
583	8	486
643	11	989
971	10	719
395	8	117
343	9	55
947	7	496
471	7	757
503	9	139
627	8	41
943	7	856
23	7	418
763	11	596
67	10	535
811	10	816
3	6	667
135	6	578
871	7	199
935	9	650
123	10	835
91	7	775
431	7	757
391	9	54
87	8	928
271	9	450
239	10	678
287	9	734
119	8	40
619	9	100
475	10	894
511	9	529
867	6	351
455	10	275
323	10	287
407	6	933
927	7	972
55	8	254
875	4	561
691	8	966
107	9	188
883	6	796
607	4	142
923	5	932
179	9	906
939	6	165
75	2	685
51	8	507
983	8	379
727	10	287
219	5	950
563	8	39
567	8	954
531	9	715
843	7	407
911	4	142
951	6	986
183	7	791
671	9	703
523	9	154
999	8	254
43	7	483
555	9	839
159	5	875
687	9	180
663	11	540
47	8	927
747	1000000000	-1
587	7	951
839	8	143
899	8	707
207	8	746
803	8	428
27	9	900
895	8	120
739	7	500
995	9	647
991	6	986
559	6	841
295	4	276
335	5	295
163	6	565
979	6	238
751	7	977
487	8	910
155	9	572
315	10	231
