bruciate di sopra	IT	perez	IT	40.71115	15.73687	40.06311	18.01182	205.7033817092974
bruciate di sopra	IT	villaggio santa rita	IT	40.71115	15.73687	40.12588	18.01182	203.27894140086374
villaggio santa rita	IT	canestrelle	IT	40.12588	18.01182	40.77021	15.75277	204.13556120640126
villaggio santa rita	IT	signore	IT	40.12588	18.01182	40.79688	15.72979	206.97164901298936
villaggio santa rita	IT	fenosa	IT	40.12588	18.01182	40.08267	15.62846	202.75570801651352
villaggio santa rita	IT	sorge	IT	40.12588	18.01182	40.76679	15.79416	200.72923521465975
villaggio santa rita	IT	montesano scalo	IT	40.12588	18.01182	40.28138	15.65834	200.61142047958555
villaggio santa rita	IT	masseria bozzelli	IT	40.12588	18.01182	40.81579	15.77132	204.45326792863264
villaggio santa rita	IT	bruciate di sopra	IT	40.12588	18.01182	40.71115	15.73687	203.27894140086374
casa luppini	IT	limari	IT	37.93333	12.53333	38.08356	14.82641	201.59101124308683
casa luppini	IT	iannello	IT	37.93333	12.53333	38.14767	14.84346	203.70176670751962
casa luppini	IT	flascio	IT	37.93333	12.53333	37.87445	14.87868	205.8738511686445
casa luppini	IT	rinella	IT	37.93333	12.53333	38.12931	14.81438	200.96631873578843
limari	IT	casa luppini	IT	38.08356	14.82641	37.93333	12.53333	201.59101124308683
limari	IT	birgi vecchi	IT	38.08356	14.82641	37.88333	12.48333	206.55132346491203
camemi	IT	ponte binuara	IT	36.81929	14.57777	37.93548	12.71946	205.8249102618434
iannello	IT	casa luppini	IT	38.14767	14.84346	37.93333	12.53333	203.70176670751962
birgi vecchi	IT	limari	IT	37.88333	12.48333	38.08356	14.82641	206.55132346491203
birgi vecchi	IT	cresta	IT	37.88333	12.48333	38.13248	14.76593	201.8906494124661
birgi vecchi	IT	rinella	IT	37.88333	12.48333	38.12931	14.81438	206.05315178494732
cresta	IT	birgi vecchi	IT	38.13248	14.76593	37.88333	12.48333	201.8906494124661
flascio	IT	casa luppini	IT	37.87445	14.87868	37.93333	12.53333	205.8738511686445
principe	IT	ponte binuara	IT	36.80816	14.57966	37.93548	12.71946	206.71589392385707
manfria	IT	marettimo	IT	37.10065	14.12979	37.96782	12.07259	205.42492431572933
gilestra i	IT	ponte binuara	IT	36.88577	14.63506	37.93548	12.71946	205.5390230718281
rinella	IT	casa luppini	IT	38.12931	14.81438	37.93333	12.53333	200.96631873578843
rinella	IT	birgi vecchi	IT	38.12931	14.81438	37.88333	12.48333	206.05315178494732
vulcano bleu	IT	ponte binuara	IT	38.42415	14.96619	37.93548	12.71946	203.75366631589162
marettimo	IT	manfria	IT	37.96782	12.07259	37.10065	14.12979	205.42492431572933
ponte binuara	IT	camemi	IT	37.93548	12.71946	36.81929	14.57777	205.8249102618434
ponte binuara	IT	principe	IT	37.93548	12.71946	36.80816	14.57966	206.71589392385707
ponte binuara	IT	gilestra i	IT	37.93548	12.71946	36.88577	14.63506	205.5390230718281
ponte binuara	IT	vulcano bleu	IT	37.93548	12.71946	38.42415	14.96619	203.75366631589162
brunetto	IT	ricciardo	IT	39.68333	1.0E-5	38.33544	1.62627	205.43748406654058
ricciardo	IT	brunetto	IT	38.33544	1.62627	39.68333	1.0E-5	205.43748406654058
san martino dei mulini	IT	localita torre di maremma	IT	44.03182	12.46396	42.32623	11.61809	201.67106945324932
san martino dei mulini	IT	ansedonia	IT	44.03182	12.46396	42.40977	11.28365	204.14651304910126
san martino dei mulini	IT	cavazzola	IT	44.03182	12.46396	44.56399	10.01356	203.78397663978868
san martino dei mulini	IT	sant'andrea bagni	IT	44.03182	12.46396	44.72298	10.08862	203.81732888831584
san martino dei mulini	IT	francolisco	IT	44.03182	12.46396	42.30878	13.32199	203.8345333711964
san martino dei mulini	IT	paganica-tempera	IT	44.03182	12.46396	42.35715	13.47138	203.33113691806477
san martino dei mulini	IT	oiano	IT	44.03182	12.46396	42.26174	13.08349	203.13818086056276
san martino dei mulini	IT	colle farnese	IT	44.03182	12.46396	42.22394	12.31207	201.4045242905036
san martino dei mulini	IT	bastone	IT	44.03182	12.46396	44.81045	10.14562	203.446161238982
mannara	IT	francolisco	IT	40.76556	14.61728	42.30878	13.32199	202.6483577842679
mannara	IT	bivio san polo	IT	40.76556	14.61728	41.97418	12.82993	200.75686616786152
mannara	IT	santa maria della neve	IT	40.76556	14.61728	42.50266	13.75424	206.04033105641534
mannara	IT	paganica-tempera	IT	40.76556	14.61728	42.35715	13.47138	201.018447815214
carinella	IT	fonte avellana	IT	41.68617	13.05667	43.47136	12.72657	200.33513942538067
carinella	IT	ponte al rame	IT	41.68617	13.05667	43.29325	11.82737	205.16038930831706
carinella	IT	passetto	IT	41.68617	13.05667	43.52968	13.05403	204.98907304525872
carinella	IT	rustico	IT	41.68617	13.05667	43.50794	13.35994	204.08647063046422
carinella	IT	bivio lugnano	IT	41.68617	13.05667	43.37386	12.20107	200.32801334124005
carinella	IT	croce di castiglione	IT	41.68617	13.05667	43.40211	12.21627	202.842153460004
carinella	IT	montevecchio	IT	41.68617	13.05667	43.51985	12.76976	205.24328317432685
carinella	IT	fonte olivo	IT	41.68617	13.05667	43.47888	13.57498	203.8057956378902
carinella	IT	ruffinosa nuova	IT	41.68617	13.05667	42.79137	11.07937	203.9487543384103
carinella	IT	rotondo	IT	41.68617	13.05667	43.49366	12.84247	201.74698642647746
carinella	IT	cinquevie	IT	41.68617	13.05667	43.43027	12.25043	204.8663868704181
carinella	IT	migliorini	IT	41.68617	13.05667	42.87865	11.21382	201.40065455911585
carinella	IT	fontecieca	IT	41.68617	13.05667	43.22826	11.72546	203.2897737692649
carinella	IT	cardeta di sopra	IT	41.68617	13.05667	43.32986	11.93391	204.6287146574896
carinella	IT	montorso	IT	41.68617	13.05667	43.43742	13.64295	200.56113115244742
carinella	IT	corno d'oro	IT	41.68617	13.05667	40.57184	14.98604	203.62313534003707
contrada croce	IT	ca' miciangolo	IT	42.07129	13.32014	43.77354	12.36359	204.6760945386683
contrada croce	IT	ponte singerna	IT	42.07129	13.32014	43.64585	11.99828	205.57263181362856
contrada croce	IT	casa caroni	IT	42.07129	13.32014	43.40536	11.60202	204.18133480128756
contrada croce	IT	ruffinosa nuova	IT	42.07129	13.32014	42.79137	11.07937	200.56915033730345
contrada croce	IT	ponte a tressa	IT	42.07129	13.32014	43.25158	11.39514	204.9319365310499
contrada croce	IT	apsa	IT	42.07129	13.32014	43.78895	12.46399	203.31347825557842
contrada croce	IT	selvaperugina	IT	42.07129	13.32014	43.60128	12.00219	201.21922995066762
contrada croce	IT	case monteromanesco	IT	42.07129	13.32014	43.83494	12.80824	200.4840281425235
terenzano	IT	casa topi-gabrielli	IT	44.21264	10.14643	42.72833	11.65319	204.99221109377558
terenzano	IT	ronzinami	IT	44.21264	10.14643	42.75527	11.71469	205.58726785722106
terenzano	IT	borgarucci	IT	44.21264	10.14643	43.02966	12.07335	203.36601722307032
turignano	IT	patarico	IT	43.61965	11.08377	42.64752	13.24169	205.77297581392253
turignano	IT	fonte vecchia	IT	43.61965	11.08377	43.33853	13.58017	203.82716072278825
turignano	IT	san giovanni reatino	IT	43.61965	11.08377	42.34482	12.85409	202.06218160133406
turignano	IT	montatteglia	IT	43.61965	11.08377	42.93333	13.38333	201.18893058554016
turignano	IT	fonte olivo	IT	43.61965	11.08377	43.47888	13.57498	201.37344549775437
turignano	IT	pippiete	IT	43.61965	11.08377	42.94746	13.38804	200.93211495420465
turignano	IT	monte calcaro	IT	43.61965	11.08377	42.09103	12.44408	202.93813725918218
turignano	IT	ponte d'armi	IT	43.61965	11.08377	42.17028	12.63738	204.90783918052884
turignano	IT	caporio	IT	43.61965	11.08377	42.37627	12.97062	206.5367744570431
turignano	IT	ropaga	IT	43.61965	11.08377	42.89718	13.34745	200.1339247296641
pietramelina	IT	ca' ferrari	IT	43.26667	12.41667	44.38851	10.35867	206.90832815225502
pietramelina	IT	gavello	IT	43.26667	12.41667	44.91367	11.29736	203.78569183038508
pietramelina	IT	macchia grande	IT	43.26667	12.41667	41.48902	12.81382	200.33881242129078
pietramelina	IT	stellata	IT	43.26667	12.41667	44.94567	11.42079	202.91940799242767
pietramelina	IT	ridotto galeazza	IT	43.26667	12.41667	44.85028	11.11342	204.57223054694424
pietramelina	IT	ponte la piana	IT	43.26667	12.41667	41.60575	13.50163	205.0230843476829
pietramelina	IT	boaria magnanini	IT	43.26667	12.41667	44.82219	11.08722	202.99088062267649
pietramelina	IT	farnete	IT	43.26667	12.41667	41.62357	13.44474	201.2340399489809
pietramelina	IT	del brocco	IT	43.26667	12.41667	41.57347	13.36369	203.6886149657583
pietramelina	IT	la scavrona	IT	43.26667	12.41667	44.86561	11.09833	206.64616318810562
pietramelina	IT	ventoso	IT	43.26667	12.41667	44.58621	10.68767	201.73808645372904
pietramelina	IT	pantano cosa	IT	43.26667	12.41667	41.59241	13.31946	200.368879351456
pietramelina	IT	santa fecitola	IT	43.26667	12.41667	41.47741	12.93814	203.51494506279585
pietramelina	IT	san fedele	IT	43.26667	12.41667	41.70682	13.78935	206.76152119868672
pietramelina	IT	campolazzero	IT	43.26667	12.41667	41.48338	12.94683	203.0174934451137
pietramelina	IT	boccafolle	IT	43.26667	12.41667	41.61528	13.51384	204.50512843599012
pietramelina	IT	il gazzaro	IT	43.26667	12.41667	44.66667	10.71667	206.7380901643001
pietramelina	IT	vinde	IT	43.26667	12.41667	44.55044	10.55234	206.58811155569322
pietramelina	IT	vagni	IT	43.26667	12.41667	41.62908	13.59887	206.31007706427096
organiz. nazionale combattenti 6	IT	centovie	IT	40.88381	14.04812	42.68234	13.97628	200.07607580480018
organiz. nazionale combattenti 6	IT	costumi	IT	40.88381	14.04812	42.66577	13.63068	201.14517044858127
organiz. nazionale combattenti 6	IT	castel giuliano	IT	40.88381	14.04812	42.05504	12.12602	206.40860588051444
organiz. nazionale combattenti 6	IT	serra	IT	40.88381	14.04812	42.69511	13.53223	205.89741511509004
organiz. nazionale combattenti 6	IT	fioli	IT	40.88381	14.04812	42.64845	13.47132	201.9647417062133
organiz. nazionale combattenti 6	IT	grasciano	IT	40.88381	14.04812	42.69049	13.91356	201.20310006795262
rubbianello	IT	pontina i	IT	43.06023	13.71405	41.30606	13.09934	201.52180596746265
rubbianello	IT	colle la guardia i	IT	43.06023	13.71405	41.29075	13.07583	203.66305096192525
rubbianello	IT	masseria richi	IT	43.06023	13.71405	41.39851	14.83997	206.72054971450675
rubbianello	IT	santa barbara-miniera	IT	43.06023	13.71405	43.39099	11.27976	200.62688516144846
rubbianello	IT	case lori	IT	43.06023	13.71405	43.84667	11.47948	200.44546598060205
rubbianello	IT	mastramici di sopra	IT	43.06023	13.71405	41.32797	14.57326	205.20904757684823
rubbianello	IT	pereta	IT	43.06023	13.71405	42.64492	11.32259	200.3335345069606
rubbianello	IT	topina	IT	43.06023	13.71405	43.40898	11.28346	200.6804775010761
rubbianello	IT	masseria marcocci	IT	43.06023	13.71405	41.42676	14.79392	202.21403459221705
rubbianello	IT	spedaluzzo	IT	43.06023	13.71405	43.62845	11.31147	204.2925577394896
rubbianello	IT	case senzamici	IT	43.06023	13.71405	41.35311	14.71176	206.84282520132763
rubbianello	IT	molinuzzo	IT	43.06023	13.71405	43.76277	11.42587	200.65155345808324
rubbianello	IT	migliorini	IT	43.06023	13.71405	42.87865	11.21382	204.41863446941483
rubbianello	IT	borgo viazza	IT	43.06023	13.71405	44.46438	12.05672	205.15412895363886
rubbianello	IT	borgo montenero	IT	43.06023	13.71405	41.27818	13.10298	204.45255274257136
rubbianello	IT	macchia di piano ii	IT	43.06023	13.71405	41.28915	13.14703	202.40101279404104
borgo a cascia	IT	cermone	IT	43.67155	11.51495	42.40704	13.30599	202.3707849565969
borgo a cascia	IT	costumi	IT	43.67155	11.51495	42.66577	13.63068	204.80341232113975
borgo a cascia	IT	marina di massignano	IT	43.67155	11.51495	43.05684	13.84939	200.7025870229513
borgo a cascia	IT	piano risteccio	IT	43.67155	11.51495	42.76409	13.64905	200.21052553691064
borgo a cascia	IT	colle di sassa	IT	43.67155	11.51495	42.34664	13.29146	206.3144336274084
borgo a cascia	IT	oiano	IT	43.67155	11.51495	42.26174	13.08349	202.13897198226758
borgo a cascia	IT	labaro	IT	43.67155	11.51495	41.99395	12.48476	202.60725237910614
montegufoni	IT	fonte vecchia	IT	43.66976	11.08922	43.33853	13.58017	204.24094408636878
montegufoni	IT	san giovanni reatino	IT	43.66976	11.08922	42.34482	12.85409	205.6583770605681
montegufoni	IT	montelarco	IT	43.66976	11.08922	42.16339	12.48398	202.3706219971532
montegufoni	IT	montatteglia	IT	43.66976	11.08922	42.93333	13.38333	202.89357110817215
montegufoni	IT	fonte olivo	IT	43.66976	11.08922	43.47888	13.57498	201.36327302502164
montegufoni	IT	pippiete	IT	43.66976	11.08922	42.94746	13.38804	202.59469148690042
montegufoni	IT	ropaga	IT	43.66976	11.08922	42.89718	13.34745	201.9666901870607
trinita	IT	galeotti	IT	44.53144	10.41598	43.61033	12.61537	203.37358170974008
trinita	IT	dolciano	IT	44.53144	10.41598	43.03333	11.93333	206.3596946707168
trinita	IT	calpino	IT	44.53144	10.41598	43.69353	12.64583	200.91804079721993
trinita	IT	montevenere	IT	44.53144	10.41598	43.03055	11.93746	206.80655877886366
trinita	IT	ruffinosa nuova	IT	44.53144	10.41598	42.79137	11.07937	200.709072522804
trinita	IT	pareti	IT	44.53144	10.41598	42.72842	10.37556	200.5130603493305
trinita	IT	canavaccio	IT	44.53144	10.41598	43.69376	12.69863	204.64959843461625
trinita	IT	case monteromanesco	IT	44.53144	10.41598	43.83494	12.80824	205.86966462254316
torrone	IT	centro h	IT	42.04536	13.89621	42.40097	11.43886	206.1662342644883
torrone	IT	furlo	IT	42.04536	13.89621	43.63729	12.71223	201.61955421769267
torrone	IT	bivio lugnano	IT	42.04536	13.89621	43.37386	12.20107	202.48801198738437
torrone	IT	molino malla	IT	42.04536	13.89621	43.72493	12.81986	206.3190512471377
torrone	IT	croce di castiglione	IT	42.04536	13.89621	43.40211	12.21627	203.93190481827276
torrone	IT	galeotti	IT	42.04536	13.89621	43.61033	12.61537	202.95219229096082
torrone	IT	cinquevie	IT	42.04536	13.89621	43.43027	12.25043	204.3931855866249
torrone	IT	calcinelli	IT	42.04536	13.89621	43.75398	12.91959	205.96788358623704
case razzano	IT	taverna figura	IT	42.68046	13.95034	41.01425	14.87303	200.41530061813182
case razzano	IT	rullato	IT	42.68046	13.95034	43.94629	12.07818	206.7621696164647
case razzano	IT	spinelli ii	IT	42.68046	13.95034	40.88038	14.10296	200.55930703870732
case razzano	IT	azienda agricola santamaria	IT	42.68046	13.95034	44.00127	12.21608	203.06693821614215
case razzano	IT	bicciano	IT	42.68046	13.95034	43.57945	11.79371	201.53857348214376
case razzano	IT	banzena	IT	42.68046	13.95034	43.71957	11.86734	204.58247193518656
case razzano	IT	nociaccia	IT	42.68046	13.95034	41.02599	14.98944	203.09951918230198
case razzano	IT	meleto	IT	42.68046	13.95034	43.97838	12.19597	202.38934461037562
case razzano	IT	pieve a socana	IT	42.68046	13.95034	43.64684	11.82505	203.11422450869318
case razzano	IT	case saudelle di sotto	IT	42.68046	13.95034	40.99227	14.85703	202.1856537173641
case razzano	IT	barra	IT	42.68046	13.95034	40.84255	14.31849	206.63424619816251
case razzano	IT	case sant'antonio	IT	42.68046	13.95034	44.11068	12.37165	203.85771782604849
casa topi-gabrielli	IT	terenzano	IT	42.72833	11.65319	44.21264	10.14643	204.99221109377558
casa topi-gabrielli	IT	vercalda	IT	42.72833	11.65319	44.12809	10.00983	204.5317468539771
casa topi-gabrielli	IT	la fiora	IT	42.72833	11.65319	41.33392	13.19459	200.6127209360292
casa topi-gabrielli	IT	piano della fara	IT	42.72833	11.65319	42.31098	14.03664	200.76655406570032
casa topi-gabrielli	IT	collepizzuto	IT	42.72833	11.65319	41.60588	13.60744	203.75200637699086
casa topi-gabrielli	IT	pulica	IT	42.72833	11.65319	44.14484	10.04368	204.19077918607573
casa topi-gabrielli	IT	campo marinello	IT	42.72833	11.65319	41.38014	13.33394	204.2709156359582
casa topi-gabrielli	IT	cerratina	IT	42.72833	11.65319	42.39007	14.10338	204.16647345475621
casa topi-gabrielli	IT	veduro	IT	42.72833	11.65319	44.53901	11.47383	201.8550479285385
casa topi-gabrielli	IT	granata	IT	42.72833	11.65319	44.41922	10.61381	205.8153036164003
casa topi-gabrielli	IT	calvanella	IT	42.72833	11.65319	44.46082	10.78696	204.8819548473853
casa topi-gabrielli	IT	vigorso	IT	42.72833	11.65319	44.53764	11.50345	201.54658911111747
casa topi-gabrielli	IT	la funicolare	IT	42.72833	11.65319	44.24791	10.17113	206.9846849835708
casa topi-gabrielli	IT	gragnola	IT	42.72833	11.65319	44.19427	10.10983	205.14210366356198
casa topi-gabrielli	IT	fonte d'amore	IT	42.72833	11.65319	42.08262	13.93107	200.32611639074005
casa topi-gabrielli	IT	margherita	IT	42.72833	11.65319	44.50934	11.08648	203.2241887334209
casa topi-gabrielli	IT	pontalto	IT	42.72833	11.65319	41.31397	13.19607	202.42146005416907
casa topi-gabrielli	IT	tascone	IT	42.72833	11.65319	42.27375	14.02173	200.63672354483379
casa topi-gabrielli	IT	ponte asse	IT	42.72833	11.65319	44.53583	11.17978	204.5632141222383
casa topi-gabrielli	IT	roncaciso	IT	42.72833	11.65319	44.37587	10.48488	205.97026895171834
casa topi-gabrielli	IT	san pellegrinetto	IT	42.72833	11.65319	44.42928	10.74429	202.80931788345282
casa topi-gabrielli	IT	gavia	IT	42.72833	11.65319	44.41068	10.62331	204.63922143957797
casa topi-gabrielli	IT	riale	IT	42.72833	11.65319	44.39681	10.59567	204.1534914562653
casa topi-gabrielli	IT	borgo montenero	IT	42.72833	11.65319	41.27818	13.10298	200.87156758994723
casa topi-gabrielli	IT	macchia di piano ii	IT	42.72833	11.65319	41.28915	13.14703	202.0891378778338
casa topi-gabrielli	IT	vagni	IT	42.72833	11.65319	41.62908	13.59887	201.5968496461295
vercalda	IT	casa topi-gabrielli	IT	44.12809	10.00983	42.72833	11.65319	204.5317468539771
vercalda	IT	ca' gambuto	IT	44.12809	10.00983	43.94369	12.55165	204.21297855662294
vercalda	IT	ca' ferrarese	IT	44.12809	10.00983	43.88589	12.56644	206.22859051425138
vercalda	IT	bracacci	IT	44.12809	10.00983	43.07003	12.03378	200.99740139012638
vercalda	IT	apsa	IT	44.12809	10.00983	43.78895	12.46399	200.01670462337674
vercalda	IT	ronzinami	IT	44.12809	10.00983	42.75527	11.71469	205.53314631698214
vercalda	IT	i poggi	IT	44.12809	10.00983	43.03922	12.00706	201.33137959471523
vercalda	IT	borgarucci	IT	44.12809	10.00983	43.02966	12.07335	206.2601068543185
vercalda	IT	pelito	IT	44.12809	10.00983	44.00706	12.58602	206.25769727922545
faltugnano	IT	macchia morta	IT	43.92921	11.14074	42.49402	12.63628	200.38545737756974
faltugnano	IT	pantalone	IT	43.92921	11.14074	42.32541	12.38284	204.84510985225307
faltugnano	IT	i prati	IT	43.92921	11.14074	42.48303	12.71326	205.18173863208034
faltugnano	IT	l'immacolata	IT	43.92921	11.14074	43.10676	13.38738	202.9204544202045
faltugnano	IT	tomassucci	IT	43.92921	11.14074	43.07362	13.35529	202.36356260186312
faltugnano	IT	fonte olivo	IT	43.92921	11.14074	43.47888	13.57498	201.97293937269458
faltugnano	IT	zona artigianale industriale san carlo	IT	43.92921	11.14074	42.41583	12.54642	203.2471975802385
faltugnano	IT	garulla superiore	IT	43.92921	11.14074	42.98638	13.29371	202.94016347761652
faltugnano	IT	tazzo	IT	43.92921	11.14074	42.72004	13.05423	205.01727264226068
faltugnano	IT	vetice	IT	43.92921	11.14074	42.94488	13.31419	206.81294831858094
selvole	IT	costumi	IT	43.49852	11.41707	42.66577	13.63068	202.21235945429146
selvole	IT	setteville	IT	43.49852	11.41707	41.94375	12.65122	200.12600872545585
selvole	IT	marina di massignano	IT	43.49852	11.41707	43.05684	13.84939	202.93081826069428
selvole	IT	npp 23 (parco leonardo)	IT	43.49852	11.41707	41.80035	12.30028	202.16889223213659
selvole	IT	pietrasecca	IT	43.49852	11.41707	42.13489	13.12677	205.99538885145185
selvole	IT	francolisco	IT	43.49852	11.41707	42.30878	13.32199	203.88907816671332
selvole	IT	bivio san polo	IT	43.49852	11.41707	41.97418	12.82993	205.04027468775047
selvole	IT	fonte della corte	IT	43.49852	11.41707	42.60694	13.62959	205.2875807805944
case lago	IT	bivio lugnano	IT	44.76503	10.49829	43.37386	12.20107	205.99089981122015
